#DataThief /Users/salvesen/research/fcolspin/data/LMCX1/aCF_LMCX1.png Wednesday 20-Apr-2016 8:42:19 PM
0.5715, 4.0766
0.572, 4.0748
0.5725, 4.073
0.5731, 4.0712
0.5735, 5.0897
0.5742, 5.0879
0.5747, 5.0861
0.5752, 5.0843
0.5758, 5.0825
0.5763, 5.0806
0.5768, 5.0788
0.5774, 6.0974
0.5779, 6.0956
0.5784, 6.0937
0.579, 6.0919
0.5795, 6.0901
0.58, 6.0883
0.5806, 7.1069
0.5811, 7.105
0.5817, 7.1032
0.5822, 7.1014
0.5827, 7.0996
0.5833, 7.0977
0.5838, 7.0959
0.5843, 7.0941
0.5849, 7.0923
0.5854, 7.0904
0.5859, 7.0886
0.5865, 7.0868
0.587, 7.085
0.5876, 7.0832
0.588, 7.0813
0.5886, 7.0795
0.5892, 7.0777
0.5897, 7.0759
0.5901, 7.074
0.5908, 7.0722
0.5913, 7.0704
0.5918, 7.0686
0.5924, 7.0667
0.5929, 7.0649
0.5935, 7.0631
0.5939, 7.0613
0.5945, 7.0594
0.5951, 7.0576
0.5956, 7.0558
0.596, 7.054
0.5967, 7.0521
0.5972, 7.0503
0.5977, 7.0485
0.5983, 7.0467
0.5988, 7.0449
0.5993, 7.043
0.5998, 7.0412
0.6004, 7.0394
0.601, 7.0376
0.6015, 7.0357
0.6019, 7.0339
0.6026, 7.0321
0.6031, 7.0303
0.6036, 7.0284
0.6042, 7.0266
0.6047, 7.0248
0.6052, 7.023
0.6058, 7.0211
0.6063, 8.0397
0.6069, 8.0379
0.6074, 8.0361
0.6078, 8.0343
0.6085, 8.0324
0.609, 8.0306
0.6095, 8.0288
0.6101, 8.027
0.6106, 8.0251
0.6111, 8.0233
0.6117, 8.0215
0.6122, 8.0197
0.6128, 8.0178
0.6133, 8.016
0.6138, 8.0142
0.6143, 8.0124
0.6149, 8.0105
0.6154, 8.0087
0.616, 8.0069
0.6165, 8.0051
0.617, 8.0033
0.6176, 8.0014
0.6181, 7.9996
0.6187, 7.9978
0.6192, 7.996
0.6197, 7.9941
0.6202, 7.9923
0.6208, 7.9905
0.6213, 7.9887
0.6219, 7.9868
0.6223, 7.9849
0.6229, 7.9832
0.6235, 7.9814
0.624, 7.9795
0.6246, 7.9777
0.6251, 7.9759
0.6256, 7.9741
0.6261, 7.9722
0.6267, 8.9908
0.6272, 8.9889
0.6278, 8.9872
0.6282, 8.9854
0.6288, 8.9835
0.6294, 8.9817
0.6299, 8.9799
0.6303, 8.9781
0.631, 8.9762
0.6315, 8.9744
0.632, 8.9726
0.6326, 8.9708
0.6331, 8.9689
0.6337, 8.967
0.6341, 8.9653
0.6347, 8.9635
0.6353, 8.9617
0.6358, 8.9598
0.6362, 8.958
0.6369, 7.9358
0.6374, 7.934
0.638, 7.9321
0.6385, 7.9303
0.639, 7.9285
0.6396, 7.9266
0.6396, 6.9062
0.6401, 6.9043
0.6406, 6.9026
0.6412, 7.9212
0.6417, 7.9194
0.6417, 8.9398
0.6421, 8.9379
0.6428, 9.9565
0.6433, 9.9546
0.6439, 10.9733
0.6444, 10.9715
0.6449, 10.9697
0.6455, 10.9678
0.646, 10.966
0.6465, 10.9642
0.6471, 10.9624
0.6476, 10.9605
0.6481, 9.9383
0.6487, 9.9365
0.6492, 9.9346
0.6497, 9.9327
0.6503, 9.931
0.6508, 9.9292
0.6514, 9.9274
0.6519, 9.9255
0.6524, 10.9441
0.653, 10.9423
0.6535, 10.9405
0.654, 10.9386
0.6545, 10.9367
0.6551, 10.935
0.6556, 10.9332
0.6562, 10.9314
0.6566, 10.9295
0.6573, 10.9277
0.6578, 10.9259
0.6583, 10.9241
0.6589, 10.9222
0.6594, 10.9203
0.6599, 10.9186
0.6604, 10.9167
0.661, 10.9149
