#DataThief /Users/salvesen/research/fcolspin/data/H1743/i_H1743_line.png Friday 5-Jun-2020 4:19:23 PM
60.1534, 4.4052e-3
60.1617, 4.4058e-3
60.17, 4.4063e-3
60.1783, 4.9021e-3
60.1865, 4.9026e-3
60.1949, 4.9031e-3
60.2031, 4.9036e-3
60.2114, 4.9041e-3
60.2197, 4.9046e-3
60.228, 4.9052e-3
60.2363, 4.9057e-3
60.2446, 4.9062e-3
60.2529, 4.9067e-3
60.261, 4.9072e-3
60.2694, 4.9077e-3
60.2777, 4.9082e-3
60.286, 5.404e-3
60.2943, 5.4046e-3
60.3026, 5.4051e-3
60.3109, 5.4056e-3
60.3192, 5.4061e-3
60.3274, 5.4066e-3
60.3357, 5.4071e-3
60.3439, 5.4076e-3
60.3523, 5.4081e-3
60.3606, 5.4087e-3
60.3689, 5.4092e-3
60.3771, 5.4097e-3
60.3854, 5.4102e-3
60.3937, 5.4107e-3
60.402, 5.4112e-3
60.4102, 5.4117e-3
60.4186, 5.4122e-3
60.4269, 5.4128e-3
60.4351, 5.4133e-3
60.4434, 5.4138e-3
60.4517, 5.4143e-3
60.46, 5.4148e-3
60.4683, 5.4153e-3
60.4766, 5.4158e-3
60.4849, 5.9116e-3
60.4932, 5.9122e-3
60.5013, 5.9127e-3
60.5097, 5.9132e-3
60.518, 6.409e-3
60.5263, 6.4095e-3
60.5346, 6.41e-3
60.5429, 6.4105e-3
60.5512, 6.411e-3
60.5594, 6.4116e-3
60.5676, 6.4121e-3
60.576, 6.4126e-3
60.5843, 6.4131e-3
60.5926, 6.4136e-3
60.6009, 6.4141e-3
60.6092, 6.4146e-3
60.6174, 6.4151e-3
60.6257, 6.4157e-3
60.634, 5.9209e-3
60.6423, 5.9214e-3
60.6505, 5.9219e-3
60.6589, 5.9224e-3
60.6671, 5.9229e-3
60.6754, 5.9234e-3
60.6837, 5.924e-3
60.692, 5.9245e-3
60.7003, 5.925e-3
60.7086, 5.9255e-3
60.7168, 5.926e-3
60.725, 5.9265e-3
60.7334, 5.927e-3
60.7417, 5.9275e-3
60.75, 5.9281e-3
60.7583, 5.9286e-3
60.7666, 5.9291e-3
60.7748, 5.9296e-3
60.7831, 5.9301e-3
60.7913, 5.9306e-3
60.7997, 5.9311e-3
60.808, 5.9316e-3
60.8163, 5.9322e-3
60.8246, 5.9327e-3
60.8328, 5.9332e-3
60.8411, 5.9337e-3
60.8494, 5.9342e-3
60.8577, 5.9347e-3
60.866, 5.9352e-3
60.8742, 5.9358e-3
60.8824, 5.9363e-3
60.8908, 5.9368e-3
60.8991, 5.9373e-3
60.9074, 5.9378e-3
60.9157, 5.9383e-3
60.924, 5.9388e-3
60.9323, 5.9393e-3
60.9405, 5.9399e-3
60.9487, 5.9404e-3
60.9571, 5.9409e-3
60.9654, 5.9414e-3
60.9737, 6.4372e-3
60.982, 6.4377e-3
60.9903, 6.4382e-3
60.9986, 6.4387e-3
61.0068, 6.4393e-3
61.0151, 6.4398e-3
61.0234, 6.4403e-3
61.0317, 6.4408e-3
61.04, 6.4413e-3
61.0483, 6.4418e-3
61.0566, 6.9376e-3
61.0649, 6.9381e-3
61.0731, 6.9387e-3
61.0814, 6.9392e-3
61.0897, 6.9397e-3
61.098, 6.9402e-3
61.1063, 6.9407e-3
61.1146, 6.9412e-3
61.1228, 6.9417e-3
61.1311, 6.9422e-3
61.1394, 6.9428e-3
61.1477, 6.9433e-3
61.156, 6.9438e-3
61.1643, 6.9443e-3
61.1726, 7.4401e-3
61.1809, 7.4406e-3
61.1891, 7.4411e-3
61.1974, 7.4416e-3
61.2057, 7.4422e-3
61.214, 7.4427e-3
61.2223, 7.4432e-3
61.2306, 7.4437e-3
61.2389, 7.9395e-3
61.2472, 7.94e-3
61.2554, 7.9405e-3
61.2637, 7.941e-3
61.272, 7.9416e-3
61.2803, 7.9421e-3
61.2886, 7.9426e-3
61.2969, 7.9431e-3
61.3052, 7.9436e-3
61.3134, 7.9441e-3
61.3216, 7.9446e-3
61.33, 7.9451e-3
61.3383, 8.441e-3
61.3466, 8.4415e-3
61.3549, 8.442e-3
61.3632, 8.4425e-3
61.3714, 8.443e-3
61.3797, 8.4435e-3
61.388, 8.444e-3
61.3963, 8.4445e-3
61.4046, 8.4451e-3
61.4129, 8.4456e-3
61.4212, 8.4461e-3
61.4294, 8.4466e-3
61.4377, 8.4471e-3
61.446, 8.4476e-3
61.4543, 8.4481e-3
61.4626, 8.4486e-3
61.4708, 8.4492e-3
61.4792, 8.4497e-3
61.4874, 8.4502e-3
61.4957, 8.4507e-3
61.504, 8.4512e-3
61.5123, 8.4517e-3
61.5206, 8.4522e-3
61.5289, 8.4528e-3
61.5371, 8.4533e-3
61.5453, 8.4538e-3
61.5537, 8.4543e-3
61.562, 8.4548e-3
61.5703, 8.4553e-3
61.5786, 8.9511e-3
61.5869, 8.9516e-3
61.5952, 8.9522e-3
61.6034, 8.9527e-3
61.6117, 8.9532e-3
61.62, 8.9537e-3
61.6282, 8.9542e-3
61.6366, 8.9547e-3
61.6449, 8.9552e-3
61.6532, 8.9557e-3
61.6614, 8.9563e-3
61.6697, 8.9568e-3
